"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"ta029",2353,5,45176,18195,2212,10093,2,1879143966,3,2.52513
"ta030",2248,4,50379,15186,2127,44526,10,470720591,3,2.41725
"ta031",2729,4,55888,34668,2724,530,0,963552160,3,2.4154
"ta032",2848,4,57204,29211,2834,27215,3,1909930145,3,2.6098
"ta033",2628,4,56774,24522,2612,35685,4,3147397336,3,2.398
"ta034",2767,4,58822,27386,2751,25,0,2821131125,3,2.5646
"ta035",2854,4,55847,34018,2854,0,0,1954876289,3,2.5452
"ta036",2827,4,62265,27945,2825,234,0,2932144031,3,2.6008
"ta037",2747,4,59618,24664,2716,45682,6,900028920,3,2.4648
"ta038",2691,4,56971,25215,2683,22,0,4076721723,3,2.4786
"ta039",2571,4,56482,23801,2547,25765,3,1743646300,3,2.3244
"ta040",2776,4,55279,32021,2776,0,0,397159293,3,2.5636
"ta041",3109,11,60413,17695,3010,54809,13,3114685637,3,2.51
"ta042",3012,11,61487,18202,2877,34648,8,1243066601,3,2.4236
"ta043",2961,12,61445,20168,2855,5970,1,829241252,3,2.4007
"ta044",3169,12,60750,19351,3061,33041,8,3321624196,3,2.5281
"ta045",3155,12,59803,15719,2998,26853,6,95338403,3,2.5391
"ta046",3166,12,59680,18346,3021,31388,7,2359427053,3,2.509
"ta047",3222,12,56087,19882,3127,3520,1,1328118467,3,2.5184
"ta048",3147,12,60332,17660,3043,7298,1,2993311703,3,2.4535
"ta049",3043,12,63057,18347,2902,24822,5,3980236064,3,2.4332
"ta050",3204,12,57972,18098,3078,43500,11,1164192412,3,2.5446
"ta051",4068,41,59139,18120,3865,38968,20,2793497186,3,2.59555
"ta052",3928,41,51961,16026,3699,46957,27,928101953,3,2.46355
"ta053",3859,42,57494,19465,3640,15746,8,2583623494,3,2.42175
"ta054",3902,40,58488,19440,3753,53149,27,3497171460,3,2.465
"ta055",3794,38,60031,17412,3616,42024,20,2082900947,3,2.45705
"ta056",3866,41,56733,19289,3679,21900,11,3714830872,3,2.4515
"ta057",3891,40,54208,14591,3704,54110,29,2478395630,3,2.48365
"ta058",3902,40,65408,23657,3709,32463,15,985832830,3,2.46245
"ta059",3909,40,59217,17587,3768,55624,28,3584345710,3,2.49715
"ta060",4000,36,64655,18876,3753,35464,16,1942799531,3,2.5301
"ta061",5504,23,50928,34037,5493,136,0,3715556668,3,2.5797
"ta062",5291,22,49696,24546,5259,19084,6,4014963540,3,2.5182
"ta063",5193,21,49763,20714,5175,1096,0,1999171153,3,2.4735
"ta064",5025,21,48456,22938,4998,2336,0,4080341527,3,2.4028
"ta065",5255,22,51972,27015,5247,10880,3,2056503963,3,2.5098
"ta066",5139,22,45647,29852,5135,7316,2,555872327,3,2.451
