"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"flcmax_40_15_9",5928,14,43154,15840,5613,36417,14,1288156265,3,5.01433
"flcmax_40_15_2",6142,15,45414,14037,5804,16156,6,2375908709,3,5.05292
"flcmax_40_15_10",6037,13,50186,19489,5799,45790,15,36524024,3,5.02675
"flcmax_40_15_8",6306,14,46766,15412,5974,40870,14,3745616409,3,5.18267
"flcmax_40_20_3",6906,23,51240,18057,6376,33409,19,879571841,3,4.97725
"flcmax_40_20_9",6904,23,51944,19156,6579,41162,22,1677252572,3,5.06969
"flcmax_40_20_6",7101,25,56113,18484,6656,55797,28,1288422569,3,5.13438
"flcmax_40_20_7",6965,24,47009,16225,6680,39515,24,1068078380,3,5.08444
"flcmax_40_20_5",6788,23,58006,23083,6418,16492,8,1451335007,3,5.06019
"flcmax_50_15_6",7158,25,54409,22572,6718,54318,24,611993255,3,4.94647
"flcmax_50_15_5",6897,23,48438,19096,6659,2676,1,880727840,3,4.90007
"flcmax_50_15_1",6764,24,58533,21555,6481,26062,11,4269982743,3,4.8294
"flcmax_50_15_8",7096,23,54506,17760,6807,29401,13,51395171,3,5.11907
"flcmax_50_15_2",7298,23,54676,18282,6910,51999,23,2805948504,3,5.18147
"flcmax_50_20_2",8156,39,74434,26784,7602,57427,34,2576441925,3,5.1288
"flcmax_50_20_1",7621,41,62318,22258,7200,55742,40,1032744539,3,4.7729
"flcmax_50_20_7",8000,42,66457,23782,7477,41247,28,3971144457,3,4.9788
"flcmax_50_20_8",7789,39,63489,24478,7347,61448,43,3308723351,3,4.9232
