"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"ta055",4748,2,43350,14133,3656,40524,27,4230914597,3,2.45705
"ta056",4946,2,48154,19141,3670,26632,16,3766630999,3,2.4515
"ta057",4742,2,44297,13921,3693,27158,18,1137886567,3,2.48365
"ta058",4763,2,44075,11962,3714,43667,29,587746517,3,2.46245
"ta059",4823,2,42627,13833,3747,35348,25,714105303,3,2.49715
"ta060",4901,2,49069,14596,3753,31890,19,1220309458,3,2.5301
"ta061",5943,1,42931,30991,5493,308,0,1003044193,3,2.5797
"ta062",5878,1,41897,22918,5257,1183,0,2041943766,3,2.5182
"ta063",5880,1,40526,19444,5175,616,0,24318145,3,2.4735
"ta064",5675,1,41298,22873,4998,13953,5,544387874,3,2.4028
"ta065",6095,1,39836,23653,5247,97,0,3991338777,3,2.5098
"ta066",5753,1,42168,29346,5135,253,0,263326509,3,2.451
"ta067",5935,1,38890,19412,5232,5341,2,2835520662,3,2.4749
"ta068",6068,1,41746,21451,5087,17008,6,3575877361,3,2.4339
"ta069",6193,1,39914,26313,5448,8315,3,2712190432,3,2.5839
"ta070",6157,1,41351,22581,5318,838,0,3725849599,3,2.5583
"ta071",6983,2,38275,14731,5779,32671,25,3062124210,3,2.59555
"ta072",6558,2,41783,14490,5352,13875,9,3295346100,3,2.42175
"ta073",6667,2,42146,20216,5681,656,0,2637119146,3,2.50985
"ta074",7300,2,38386,12805,5810,8924,7,2716236872,3,2.6319
"ta075",6844,2,42910,14601,5494,26943,19,1658228738,3,2.48515
"ta076",6591,2,37449,14338,5304,951,0,2687690986,3,2.37285
"ta077",6765,2,44029,23313,5628,40748,27,756973712,3,2.4515
"ta078",6517,2,39943,13938,5626,33933,25,3685270223,3,2.49255
"ta079",6859,2,39286,16652,5895,10632,8,2891115861,3,2.5698
"ta080",6930,2,37998,19284,5845,24083,18,325118106,3,2.549
"ta081",7840,3,43334,14079,6271,27142,38,3246643007,3,2.46915
"ta082",7591,3,36592,12289,6295,36174,59,2801039845,3,2.4962
