"name","solution_value","buffer_size"
"ta119",26157,14
"ta120",26578,11
"ta001",1278,2
"ta002",1358,2
"ta003",1073,2
"ta004",1293,2
"ta005",1235,2
"ta006",1193,2
"ta007",1239,3
"ta008",1199,2
"ta009",1210,3
"ta010",1103,2
"ta011",1560,2
"ta012",1649,2
"ta013",1475,2
"ta014",1365,3
"ta015",1395,3
"ta016",1372,3
"ta017",1432,2
"ta018",1527,2
"ta019",1590,3
"ta020",1559,2
"ta021",2241,2
"ta022",2064,3
"ta023",2243,2
"ta024",2188,2
"ta025",2248,3
"ta026",2163,2
"ta027",2225,2
"ta028",2178,3
"ta029",2211,2
"ta030",2122,2
"ta031",2724,4
"ta032",2834,4
"ta033",2612,5
"ta034",2751,7
"ta035",2853,4
"ta036",2825,7
"ta037",2716,3
"ta038",2683,5
"ta039",2545,5
"ta040",2776,10
"ta041",3010,4
"ta042",2885,4
"ta043",2855,5
"ta044",3061,4
"ta045",2995,4
"ta046",2991,5
